ispb,nome_completo,nome_reduzido,cnpj,tipo_instituicao,autorizada_bcb,participa_pix,participa_str,status_operacional,fonte_dados,modalidade_pix,iniciacao_pagamento,facilitador_saque,data_inicio_operacao,acesso_principal,participa_compe
10664513,BCO AGIBANK S.A.,BCO AGIBANK S.A.,10664513000150,Banco Comercial,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,04/04/2012,RSFN,Não
10690848,Banco da China Brasil S.A.,BCO DA CHINA BRASIL S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,14/07/2009,RSFN,Sim
10736214,COOP SICREDI PLAN CENTRAL,COOP SICREDI PLAN CENTRAL,10736214000184,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
10773370,SERVELOJA,SERVELOJA,10773370000115,Instituição de Pagamento não sujeita à autorização pelo BCB,Não,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
10789035,FACILITA IP S.A.,FACILITA IP S.A.,10789035000105,Instituição de Pagamento,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,Não,,,
10808037,CC EMPRESÁRIOS DE MANAUS,CC EMPRESÁRIOS DE MANAUS,10808037000102,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
10853017,Get Money Corretora de Câmbio S.A.,GET MONEY CC LTDA,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,14/07/2014,Internet,Não
10866788,Banco Bandepe S.A.,BCO BANDEPE S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,22/04/2002,RSFN,Não
10868663,ACG IP S.A.,ACG IP S.A.,10868663000186,Instituição de Pagamento,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,Não,,,
11165756,GLOBAL SCM LTDA,GLOBAL SCM LTDA,11165756000107,Sociedade de Crédito ao Microempreendedor,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,13/10/2020,RSFN,Não
11275560,RECARGAPAY IP LTDA.,RECARGAPAY IP LTDA.,11275560000175,Instituição de Pagamento,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,Não,,,
11285104,"NEON FINANCEIRA - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A",NEON FINANCEIRA - SCFI S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,21/05/2021,RSFN,Não
11351086,MERCADO BITCOIN IP LTDA,MERCADO BITCOIN IP LTDA,11351086000113,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,01/04/2024,RSFN,Não
11414839,EAGLE INSTITUICAO DE PAGAMENTO LTDA.,EAGLE IP LTDA.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,30/09/2024,RSFN,Não
11476673,BANCO RANDON S.A.,BANCO RANDON S.A.,11476673000139,Banco Múltiplo,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,03/08/2020,RSFN,Não
11491029,BSN,BSN,11491029000130,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,08/09/2025,RSFN,Não
11495073,OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,OM DTVM LTDA,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,01/03/2019,Internet,Não
11581339,BMP SCMEPP LTDA,BMP SCMEPP LTDA,11581339000145,Sociedade de Crédito ao Microempreendedor,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,10/09/2019,RSFN,Não
11703662,BANCO TRAVELEX S.A.,BANCO TRAVELEX S.A.,11703662000144,Banco Múltiplo,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,22/06/2010,RSFN,Não
11758741,Banco Finaxis S.A.,BANCO FINAXIS,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,23/08/2010,RSFN,Não
11760553,GAZINCRED S.A. SCFI,GAZINCRED S.A. SCFI,11760553000169,"Sociedade de Crédito, Financiamento e Investimento",Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,21/03/2022,RSFN,Não
11907520,CCLA DA PARAÍBA - SICOOB PARAÍBA,CCLA DA PARAÍBA - SICOOB PARAÍBA,11907520000107,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
11969853,COOP CRESOL CONEXÃO,COOP CRESOL CONEXÃO,11969853000152,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
11970623,BCO SENFF S.A.,BCO SENFF S.A.,11970623000103,Banco Múltiplo,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,12/06/2018,RSFN,Não
12392983,"MIRAE ASSET (BRASIL) CORRETORA DE CÂMBIO, TÍTULOS  E VALORES MOBILIÁRIOS LTDA.",MIRAE ASSET (BRASIL) CCTVM LTDA.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,27/09/2021,RSFN,Não
12473687,CONTA PRONTA IP,CONTA PRONTA IP,12473687000161,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,31/10/2023,RSFN,Não
12481100,BIZ IP LTDA.,BIZ IP LTDA.,12481100000166,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,28/07/2025,RSFN,Não
12815827,ROADCARD IP S.A.,ROADCARD IP S.A.,12815827000132,Instituição de Pagamento,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,Não,,,
13009717,BCO DO EST. DE SE S.A.,BCO DO EST. DE SE S.A.,13009717000146,Banco Múltiplo,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Sim,22/04/2002,RSFN,Sim
13059145,EBURY BCO DE CÂMBIO S.A.,EBURY BCO DE CÂMBIO S.A.,13059145000100,Banco de Câmbio,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,23/05/2016,RSFN,Não
13140088,ACESSO SOLUÇÕES DE PAGAMENTO S.A. - INSTITUIÇÃO DE PAGAMENTO,ACESSO SOLUÇÕES DE PAGAMENTO S.A. - INSTITUIÇÃO DE PAGAMENTO,13140088000199,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,16/08/2019,RSFN,Não
13203354,FITBANK IP,FITBANK IP,13203354000185,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,30/06/2021,RSFN,Não
13220493,BR Partners Banco de Investimento S.A.,BR PARTNERS BI,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,04/01/2013,RSFN,Não
13370835,DOCK IP S.A.,DOCK IP S.A.,13370835000185,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Sim,Não,26/09/2018,RSFN,Não
13486793,BRL Trust Distribuidora de Títulos e Valores Mobiliários S.A.,BRL TRUST DTVM SA,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,28/11/2016,RSFN,Não
13673855,OSLO CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A,OSLO CAPITAL DTVM SA,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,27/09/2019,RSFN,Não
13720915,BCO WESTERN UNION,BCO WESTERN UNION,13720915000113,Banco Comercial,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,10/10/2011,RSFN,Não
13776742,RENDIMENTOPAY IP S.A,RENDIMENTOPAY IP S.A,13776742000155,Instituição de Pagamento,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Etapa Homologatória,nan,,,
13884775,MAGALUPAY,MAGALUPAY,13884775000119,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Sim,Não,13/08/2020,RSFN,Não
13935893,CELCOIN IP S.A.,CELCOIN IP S.A.,13935893000109,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Sim,Sim,23/01/2023,RSFN,Não
13966572,CAPPTA IP S.A.,CAPPTA IP S.A.,13966572000171,Instituição de Pagamento,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,Não,,,
14046512,CCLA MARGEM ESQUERDA DO URUCUI,CCLA MARGEM ESQUERDA DO URUCUI,14046512000101,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
14388334,PARANA BCO S.A.,PARANA BCO S.A.,14388334000199,Banco Múltiplo,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Sim,Não,22/04/2002,RSFN,Sim
14511781,BARI COMPANHIA HIPOTECÁRIA,BARI CIA HIPOTECÁRIA,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,21/12/2017,Internet,Não
14568725,COOPCENTRAL DE ECON. E CRÉDITO SICOOB UNIMAIS RIO LTDA.,COOPCENTRAL DE ECON. E CRÉDITO SICOOB UNIMAIS RIO LTDA.,14568725000195,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
14615234,MAPBANK,MAPBANK,14615234000158,Instituição de Pagamento não sujeita à autorização pelo BCB,Não,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
14796606,ADYEN DO BRASIL IP LTDA.,ADYEN DO BRASIL IP LTDA.,14796606000190,Instituição de Pagamento,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Sim,Não,,,
14913919,CC MERCADO IMOBILIÁRIO - SICOOB IMOB.VC,CC MERCADO IMOBILIÁRIO - SICOOB IMOB.VC,14913919000180,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
15111975,IUGU IP S.A.,IUGU IP S.A.,15111975000164,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,06/05/2021,RSFN,Não
15114366,Banco Bocom BBM S.A.,BCO BOCOM BBM S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,22/04/2002,RSFN,Sim
15124464,BANCO BESA S.A.,BANCO BESA S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,22/02/2023,RSFN,Não
15173776,SOCIAL BANK S/A,SOCIAL BANK S/A,15173776000180,Banco Múltiplo,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,22/04/2002,RSFN,Não
15357060,Banco Woori Bank do Brasil S.A.,BCO WOORI BANK DO BRASIL S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,09/08/2012,RSFN,Sim
15489568,INTRA DTVM,INTRA DTVM,15489568000195,Sociedade Distribuidora de TVM,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,19/06/2023,RSFN,Não
15581638,Facta Financeira S.A. - Crédito Financiamento e Investimento,FACTA S.A. CFI,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,08/07/2015,RSFN,Não
16501555,STONE IP S.A.,STONE IP S.A.,16501555000157,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,18/10/2017,RSFN,Não
16564240,CECM APOS PENS E IDOSOS - SICOOB COOPERNAPI,CECM APOS PENS E IDOSOS - SICOOB COOPERNAPI,16564240000159,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
16651002,CECM SERV MUN ITABIRA,CECM SERV MUN ITABIRA,16651002000180,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
16695922,ID CTVM,ID CTVM,16695922000109,Sociedade Corretora de TVM,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,30/09/2021,RSFN,Não
16721078,CECMF SECRETARIA DA FAZENDA MG E LIVRE ADMISSÃO,CECMF SECRETARIA DA FAZENDA MG E LIVRE ADMISSÃO,16721078000135,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
16779741,COOP V. ALTO VALE,COOP V. ALTO VALE,16779741000152,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
16814330,BK IP S.A.,BK IP S.A.,16814330000150,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,02/04/2025,RSFN,Não
16876258,APTARE,APTARE,16876258000196,Instituição de Pagamento não sujeita à autorização pelo BCB,Não,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
16944141,Broker Brasil Corretora de Câmbio Ltda.,BROKER BRASIL CC LTDA.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,23/06/2015,RSFN,Não
17028875,MAGEN IP,MAGEN IP,17028875000102,Instituição de Pagamento não sujeita à autorização pelo BCB,Não,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
17079937,PINBANK IP,PINBANK IP,17079937000105,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,16/11/2022,RSFN,Não
17157777,BANCO NACIONAL S.A.,BCO NACIONAL,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,14/10/2024,RSFN,Não
17184037,BCO MERCANTIL DO BRASIL S.A.,BCO MERCANTIL DO BRASIL S.A.,17184037000110,Banco Múltiplo,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Sim,Não,22/04/2002,RSFN,Sim
17343510,COOP CRESOL RAIZ,COOP CRESOL RAIZ,17343510000164,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
17351180,BCO TRIANGULO S.A.,BCO TRIANGULO S.A.,17351180000159,Banco Múltiplo,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Sim,22/04/2002,RSFN,Não
17352220,SENSO CORRETORA DE CAMBIO E VALORES MOBILIARIOS S.A,SENSO CCVM S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,27/09/2010,Internet,Não
17361536,CC REG. COLAR METROPOLITANO VALE DO AÇO LTDA,CC REG. COLAR METROPOLITANO VALE DO AÇO LTDA,17361536000135,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
17453575,ICBC do Brasil Banco Múltiplo S.A.,ICBC DO BRASIL BM S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,26/09/2013,RSFN,Não
17502881,CECM EMPR CEMIG IND METAL E SERV PUB MUN,CECM EMPR CEMIG IND METAL E SERV PUB MUN,17502881000141,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
17768068,PINPAG IP S.A.,PINPAG IP S.A.,17768068000118,Instituição de Pagamento,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
17772370,VIPS CORRETORA DE CÂMBIO S.A.,VIPS CC S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,15/08/2018,Internet,Não
17819084,PAGCERTO IP LTDA.,PAGCERTO IP LTDA.,17819084000192,Instituição de Pagamento,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,Não,,,
17826860,BMS SCD S.A.,BMS SCD S.A.,17826860000181,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,01/10/2020,RSFN,Não
18188384,CREFAZ SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E A EMPRESA DE PEQUENO PORTE S.A.,CREFAZ SCMEPP SA,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,11/06/2019,RSFN,Não
18189547,CLOUDWALK IP LTDA,CLOUDWALK IP LTDA,18189547000142,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Sim,Não,19/07/2023,RSFN,Não
18236120,NU PAGAMENTOS - IP,NU PAGAMENTOS - IP,18236120000158,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Sim,Não,10/10/2017,RSFN,Não
18282093,OXY COMPANHIA HIPOTECÁRIA,OXY CH,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,20/10/2025,RSFN,Não
18394228,CDC SCD S.A.,CDC SCD S.A.,18394228000179,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Sim,15/03/2022,RSFN,Não
18520834,UBS BB BANCO DE INVESTIMENTO S.A.,UBS BB BI S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,12/03/2014,RSFN,Não
18639407,E2E PAY INSTITUICAO DE PAGAMEN,E2E PAY INSTITUICAO DE PAGAMEN,18639407000129,Instituição de Pagamento não sujeita à autorização pelo BCB,Não,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
18684408,AZIMUT BRASIL DTVM LTDA,AZIMUT BRASIL DTVM LTDA,18684408000195,Sociedade Distribuidora de TVM,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,08/01/2024,RSFN,Não
18966739,CC COPERSUL LTDA,CC COPERSUL LTDA,18966739000118,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
19307785,BRAZA BANK S.A. BANCO DE CÂMBIO,BRAZA BANK S.A. BCO DE CÂMBIO,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,27/04/2015,RSFN,Não
19324634,LAMARA SOCIEDADE DE CRÉDITO DIRETO S.A.,LAMARA SCD S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,08/04/2021,Internet,Não
19402130,CECM EMPR EST HOSP BH RM ZM,CECM EMPR EST HOSP BH RM ZM,19402130000189,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
19449602,CC CREDCOOPER LTDA,CC CREDCOOPER LTDA,19449602000159,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
19468242,IFOOD PAGO IP,IFOOD PAGO IP,19468242000132,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,21/03/2024,RSFN,Não
19495266,CC EMP DA CIA INDUSTRIAL CATAGUASES E BAUMINAS LTDA.,CC EMP DA CIA INDUSTRIAL CATAGUASES E BAUMINAS LTDA.,19495266000180,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
19540550,ASAAS IP S.A.,ASAAS IP S.A.,19540550000121,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,29/10/2021,RSFN,Não
19869338,CCLA VALE DO AÇO,CCLA VALE DO AÇO,19869338000102,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
19875244,CCLA SICOOB COPESITA,CCLA SICOOB COPESITA,19875244000146,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
19962468,COOP SICREDI COOABCRED RS,COOP SICREDI COOABCRED RS,19962468000195,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
19981015,LOGCARD BRASIL,LOGCARD BRASIL,19981015000106,Instituição de Pagamento não sujeita à autorização pelo BCB,Não,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
20018183,STARK BANK S.A. - IP,STARK BANK S.A. - IP,20018183000180,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Sim,Não,25/11/2024,RSFN,Não
20062766,CECM COL GRUPO EMPR A COSTA,CECM COL GRUPO EMPR A COSTA,20062766000108,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
20110153,PAGHIPER IP LTDA.,PAGHIPER IP LTDA.,20110153000107,Instituição de Pagamento,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,Não,,,
20155248,UNIDA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,UNIDA DTVM LTDA,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,25/10/2017,RSFN,Não
20251847,SUDACRED SCD S.A.,SUDACRED SCD S.A.,20251847000156,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Etapa Homologatória,nan,08/05/2023,RSFN,Não
20308187,PROVER PROMOCAO DE VENDAS IP LTDA.,PROVER PROMOCAO DE VENDAS IP LTDA.,20308187000100,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Sim,Não,04/03/2024,RSFN,Não
20443996,"BECKER FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",BECKER FINANCEIRA SA - CFI,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,13/08/2025,RSFN,Não
20520298,BS2 PAYMENTS IP S.A.,BS2 PAYMENTS IP S.A.,20520298000178,Instituição de Pagamento,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,Não,,,
20757199,PAY4FUN IP S.A.,PAY4FUN IP S.A.,20757199000104,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,18/10/2023,RSFN,Não
20833992,CC MECUNP,CC MECUNP,20833992000145,Cooperativa de Crédito,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,22/09/2025,RSFN,Não
20855875,NEON PAGAMENTOS S.A. IP,NEON PAGAMENTOS S.A. IP,20855875000182,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Sim,Não,12/01/2023,RSFN,Não
21018182,EBANX IP LTDA.,EBANX IP LTDA.,21018182000106,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Sim,Não,09/07/2020,RSFN,Não
21041840,PPRO BRASIL,PPRO BRASIL,21041840000172,Instituição de Pagamento não sujeita à autorização pelo BCB,Não,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
21332862,CARTOS SCD S.A.,CARTOS SCD S.A.,21332862000191,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,16/09/2020,RSFN,Não
21661202,CC CREDICAMPO LTDA,CC CREDICAMPO LTDA,21661202000154,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
21670187,CC CREDIBOM,CC CREDIBOM,21670187000100,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
21797311,CCLA SERV POD LEG MG - SICOOB COFAL,CCLA SERV POD LEG MG - SICOOB COFAL,21797311000101,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
21866694,CC CREDINOR,CC CREDINOR,21866694000114,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
21995256,MAG IP LTDA.,MAG IP LTDA.,21995256000156,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Sim,Não,17/10/2023,RSFN,Não
22181404,EASY PAGO,EASY PAGO,22181404000161,Instituição de Pagamento não sujeita à autorização pelo BCB,Não,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
22575466,SRM BANK,SRM BANK,22575466000158,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,17/07/2023,RSFN,Não
22610500,VORTX DTVM LTDA.,VORTX DTVM LTDA.,22610500000188,Sociedade Distribuidora de TVM,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,18/10/2018,RSFN,Não
22656789,CC CREDISUDESTE LTDA,CC CREDISUDESTE LTDA,22656789000176,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
22724710,CC CREDIVERTENTES,CC CREDIVERTENTES,22724710000105,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
22749014,CC REGIÃO CENTRAL MG,CC REGIÃO CENTRAL MG,22749014000145,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
22753982,CC CREDISETE LTDA,CC CREDISETE LTDA,22753982000125,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
22760839,CC NOSSOCREDITO,CC NOSSOCREDITO,22760839000160,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
22896431,PICPAY,PICPAY,22896431000110,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Sim,Não,15/10/2020,RSFN,Não
23114447,FLAGSHIP IP LTDA,FLAGSHIP IP LTDA,23114447000197,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,30/10/2023,RSFN,Não
23399607,CERC S.A.,CERC S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,01/12/2025,RSFN,Não
23623636,CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT,CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT,23623636000195,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
23862762,WILL FINANCEIRA S.A.CFI - EM LIQUIDAÇÃO EXTRAJUDICIAL,WILL FINANCEIRA S.A.CFI - EM LIQUIDAÇÃO EXTRAJUDICIAL,23862762000100,"Sociedade de Crédito, Financiamento e Investimento",Não,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,nan,10/05/2018,RSFN,Não
23949522,CC CREDICARPA,CC CREDICARPA,23949522000130,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
24048910,CC CREDINTER,CC CREDINTER,24048910000102,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
24074692,GUITTA CORRETORA DE CAMBIO LTDA.,GUITTA CC LTDA,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,20/05/2015,Internet,Não
24313102,99PAY IP S.A.,99PAY IP S.A.,24313102000125,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,18/08/2025,RSFN,Não
24431221,COOP CRESOL TRANSAMAZÔNICA,COOP CRESOL TRANSAMAZÔNICA,24431221000182,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
24610065,CC SICOOB IPÊ,CC SICOOB IPÊ,24610065000117,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
24654881,COOP SICREDI UNIÃO MS/TO E OESTE DA BA,COOP SICREDI UNIÃO MS/TO E OESTE DA BA,24654881000122,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
24722685,BRX BANK IP LTDA.,BRX BANK IP LTDA.,24722685000148,Instituição de Pagamento,Não,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
